created_at,vendor_name,brand_name,title,sku,handle,inventory_quantity,original_price,discounted_price,category_names,image_links,main_category
13:11.6,The Original Bro,Vivo,Vivo Y19s | 6GB RAM - 128GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo Y19s 6/128_Silver_TOB-I-01,vivo-y19s-|-6gb-ram-128gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles,1000,42999,41348,"Alfa, Mobile Phones & Tablets, Mobile Under 50K, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192036076693.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192040307086.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-6-128-installment-tob2_090525191916304078.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-glacier-blue-6-128-installment-tob2_090525191922349617.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-glossy-black-6-128-installment-tob2_090525191929922785.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-pearl-silver-6-128-installment-tob2_090525192033008145.png",Mobile Phones & Tablets
13:11.0,The Original Bro,Vivo,Vivo Y19s | 4GB RAM - 128GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo Y19s 4/128_Black_TOB-I-01,vivo-y19s-|-4gb-ram-128gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles,1000,38999,36499,"Alfa, Mobile Phones & Tablets, Mobile Under 50K, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192042311763.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192052909733.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-4-128-installment-tob2_090525191926669547.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-glacier-blue-4-128-installment-tob2_090525191930056982.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-glossy-black-4-128-installment-tob2_090525191933741258.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-pearl-silver-4-128-installment-tob2_090525191937093592.png",Mobile Phones & Tablets
13:11.0,The Original Bro,Vivo,Vivo Y19s | 4GB RAM - 128GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo Y19s 4/128_Silver_TOB-I-01,vivo-y19s-|-4gb-ram-128gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles,1000,38999,36499,"Alfa, Mobile Phones & Tablets, Mobile Under 50K, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192042311763.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192052909733.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-4-128-installment-tob2_090525191926669547.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-glacier-blue-4-128-installment-tob2_090525191930056982.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-glossy-black-4-128-installment-tob2_090525191933741258.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y19s-pearl-silver-4-128-installment-tob2_090525191937093592.png",Mobile Phones & Tablets
13:10.4,The Original Bro,Vivo,Vivo Y04 | 4GB RAM - 64GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo Y04 4/64_Gold_TOB-I-01,vivo-y04-|-4gb-ram-64gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-2,1000,28999,28549,"Alfa, Mobile Phones & Tablets, Mobile Under 50K, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192044008651.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192055887324.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-4-64-installment-tob2_090525191942504860.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-jade-green-4-64-installment-tob2_090525191948932846.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-titanium-gold-4-64-installment-tob2_090525191952442919.png",Mobile Phones & Tablets
13:10.4,The Original Bro,Vivo,Vivo Y04 | 4GB RAM - 64GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo Y04 4/64_Green_TOB-I-01,vivo-y04-|-4gb-ram-64gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-2,1000,28999,28549,"Alfa, Mobile Phones & Tablets, Mobile Under 50K, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192044008651.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192055887324.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-4-64-installment-tob2_090525191942504860.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-jade-green-4-64-installment-tob2_090525191948932846.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-titanium-gold-4-64-installment-tob2_090525191952442919.png",Mobile Phones & Tablets
13:09.8,The Original Bro,Vivo,Vivo Y04 | 4GB RAM - 128GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo Y04 4/128_Gold_TOB-I-01,vivo-y04-|-4gb-ram-128gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-1,1000,31999,31949,"Alfa, Mobile Phones & Tablets, Mobile Under 50K, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192048443675.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192103166367.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-4-128-installment-tob2_090525191946784305.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-jade-green-4-128-installment-tob2_090525191952390048.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-titanium-gold-4-128-installment-tob2_090525192002200271.png",Mobile Phones & Tablets
13:09.8,The Original Bro,Vivo,Vivo Y04 | 4GB RAM - 128GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo Y04 4/128_Green_TOB-I-01,vivo-y04-|-4gb-ram-128gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-1,1000,31999,31949,"Alfa, Mobile Phones & Tablets, Mobile Under 50K, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192048443675.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192103166367.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-4-128-installment-tob2_090525191946784305.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-jade-green-4-128-installment-tob2_090525191952390048.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y04-titanium-gold-4-128-installment-tob2_090525192002200271.png",Mobile Phones & Tablets
13:09.2,The Original Bro,Vivo,Vivo Y03 / Y03t | 4GB RAM - 64GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo Y03 / Y03t 4/64_Black_TOB-I-01,vivo-y03-y03t-|-4gb-ram-64gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-5,1000,25999,25948,"Alfa, Mobile Phones & Tablets, Mobile Under 50K, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192048708484.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192105673572.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-4-64-installment-tob2_090525191956849316.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-gem-green-4-64-installment-tob2_090525192006398620.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-space-black-4-64-installment-tob2_090525192011219161.png",Mobile Phones & Tablets
13:09.2,The Original Bro,Vivo,Vivo Y03 / Y03t | 4GB RAM - 64GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo Y03 / Y03t 4/64_Green_TOB-I-01,vivo-y03-y03t-|-4gb-ram-64gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-5,1000,25999,25948,"Alfa, Mobile Phones & Tablets, Mobile Under 50K, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192048708484.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192105673572.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-4-64-installment-tob2_090525191956849316.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-gem-green-4-64-installment-tob2_090525192006398620.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-space-black-4-64-installment-tob2_090525192011219161.png",Mobile Phones & Tablets
13:08.6,The Original Bro,Vivo,Vivo Y03 / Y03t | 4GB RAM - 128GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo Y03 / Y03t 4/128_Black_TOB-I-01,vivo-y03-y03t-|-4gb-ram-128gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles,1000,29999,29299,"Alfa, Mobile Phones & Tablets, Mobile Under 50K, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192059387685.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192103623900.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-4-128-installment-tob2_090525192014631848.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-gem-green-4-128-installment-tob2_090525192022714463.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-space-black-4-128-installment-tob2_090525192029362124.png",Mobile Phones & Tablets
13:08.6,The Original Bro,Vivo,Vivo Y03 / Y03t | 4GB RAM - 128GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo Y03 / Y03t 4/128_Green_TOB-I-01,vivo-y03-y03t-|-4gb-ram-128gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles,1000,29999,29299,"Alfa, Mobile Phones & Tablets, Mobile Under 50K, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192059387685.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192103623900.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-4-128-installment-tob2_090525192014631848.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-gem-green-4-128-installment-tob2_090525192022714463.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-y03-space-black-4-128-installment-tob2_090525192029362124.png",Mobile Phones & Tablets
13:08.0,The Original Bro,Vivo,Vivo X200 Pro 5G | 16GB RAM - 512GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo X200 Pro 5G 16/512_Black_TOB-I-01,vivo-x200-pro-5g-|-16gb-ram-512gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-1,1000,329999,322999,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192052327409.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192055649024.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-x200-pro-5g-cosmos-black-installment-tob2_090525192032329817.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-x200-pro-5g-installment-tob2_090525192015096484.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-x200-pro-5g-titanium-grey-installment-tob2_090525192041262161.png",Mobile Phones & Tablets
13:08.0,The Original Bro,Vivo,Vivo X200 Pro 5G | 16GB RAM - 512GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo X200 Pro 5G 16/512_Grey_TOB-I-01,vivo-x200-pro-5g-|-16gb-ram-512gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-1,1000,329999,322999,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192052327409.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192055649024.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-x200-pro-5g-cosmos-black-installment-tob2_090525192032329817.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-x200-pro-5g-installment-tob2_090525192015096484.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-x200-pro-5g-titanium-grey-installment-tob2_090525192041262161.png",Mobile Phones & Tablets
13:06.8,The Original Bro,Vivo,Vivo V50 Lite 4G | 8GB RAM - 256GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo V50 Lite 4G 8/256_Gold_TOB-I-01,vivo-v50-lite-4g-|-8gb-ram-256gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles,999,73999,73999,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192346137042.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192355530104.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-lite-4g-8-256-installment-tob2_100525163612397786.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-lite-4g-silk-green-8-256-installment-tob2_100525163615615235.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-lite-4g-titanium-gold-8-256-installment-tob2_090525192307455975.png",Mobile Phones & Tablets
13:06.8,The Original Bro,Vivo,Vivo V50 Lite 4G | 8GB RAM - 256GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo V50 Lite 4G 8/256_Green_TOB-I-01,vivo-v50-lite-4g-|-8gb-ram-256gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles,1000,73999,73999,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192346137042.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192355530104.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-lite-4g-8-256-installment-tob2_100525163612397786.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-lite-4g-silk-green-8-256-installment-tob2_100525163615615235.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-lite-4g-titanium-gold-8-256-installment-tob2_090525192307455975.png",Mobile Phones & Tablets
13:06.2,The Original Bro,Vivo,Vivo V50 5G | 12GB RAM - 512GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo V50 5G 12/512_Black_TOB-I-01,vivo-v50-5g-|-12gb-ram-512gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-1,1000,149999,145499,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192343713330.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192348355800.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-12-512-installment-tob2_090525192234002544.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-mist-purple-12-512-installment-tob2_090525192240627463.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-satin-black-12-512-installment-tob2_090525192246028227.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-starry-blue-12-512-installment-tob2_090525192257559496.png",Mobile Phones & Tablets
13:06.2,The Original Bro,Vivo,Vivo V50 5G | 12GB RAM - 512GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo V50 5G 12/512_Blue_TOB-I-01,vivo-v50-5g-|-12gb-ram-512gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-1,1000,149999,145499,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192343713330.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192348355800.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-12-512-installment-tob2_090525192234002544.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-mist-purple-12-512-installment-tob2_090525192240627463.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-satin-black-12-512-installment-tob2_090525192246028227.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-starry-blue-12-512-installment-tob2_090525192257559496.png",Mobile Phones & Tablets
13:06.2,The Original Bro,Vivo,Vivo V50 5G | 12GB RAM - 512GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo V50 5G 12/512_Purple_TOB-I-01,vivo-v50-5g-|-12gb-ram-512gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-1,1000,149999,145499,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192343713330.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192348355800.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-12-512-installment-tob2_090525192234002544.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-mist-purple-12-512-installment-tob2_090525192240627463.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-satin-black-12-512-installment-tob2_090525192246028227.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-starry-blue-12-512-installment-tob2_090525192257559496.png",Mobile Phones & Tablets
13:05.5,The Original Bro,Vivo,Vivo V50 5G | 12GB RAM - 256GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo V50 5G 12/256_Black_TOB-I-01,vivo-v50-5g-|-12gb-ram-256gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-1,1000,139999,136999,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192301444064.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192312199630.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-12-256-installment-tob2_090525192222845051.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-mist-purple-12-256-installment-tob2_090525192225926749.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-satin-black-12-256-installment-tob2_090525192228764734.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-starry-blue-12-256-installment-tob2_090525192232769783.png",Mobile Phones & Tablets
13:05.5,The Original Bro,Vivo,Vivo V50 5G | 12GB RAM - 256GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo V50 5G 12/256_Blue_TOB-I-01,vivo-v50-5g-|-12gb-ram-256gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-1,1000,139999,136999,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192301444064.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192312199630.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-12-256-installment-tob2_090525192222845051.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-mist-purple-12-256-installment-tob2_090525192225926749.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-satin-black-12-256-installment-tob2_090525192228764734.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-starry-blue-12-256-installment-tob2_090525192232769783.png",Mobile Phones & Tablets
13:05.5,The Original Bro,Vivo,Vivo V50 5G | 12GB RAM - 256GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo V50 5G 12/256_Purple_TOB-I-01,vivo-v50-5g-|-12gb-ram-256gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles-1,1000,139999,136999,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192301444064.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192312199630.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-12-256-installment-tob2_090525192222845051.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-mist-purple-12-256-installment-tob2_090525192225926749.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-satin-black-12-256-installment-tob2_090525192228764734.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v50-5g-starry-blue-12-256-installment-tob2_090525192232769783.png",Mobile Phones & Tablets
13:04.9,The Original Bro,Vivo,Vivo V40e 5G | 8GB RAM - 256GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo V40e 5G 8/256_Brown_TOB-I-01,vivo-v40e-5g-|-8gb-ram-256gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles,1000,99999,98999,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192253442079.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192304280207.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v40e-installment-tob2_090525192209218743.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v40e-mint-green-installment-tob2_090525192213000173.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v40e-royal-bronze-installment-tob2_090525192216563843.png",Mobile Phones & Tablets
13:04.9,The Original Bro,Vivo,Vivo V40e 5G | 8GB RAM - 256GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Vivo V40e 5G 8/256_Green_TOB-I-01,vivo-v40e-5g-|-8gb-ram-256gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles,1000,99999,98999,"Alfa, Mobile Phones & Tablets, Smart phones, Vivo, Vivo 12.12 (2025)","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525192253442079.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525192304280207.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v40e-installment-tob2_090525192209218743.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v40e-mint-green-installment-tob2_090525192213000173.png, https://cdn.comverseglobal.com/alfa/products/product_images/vivo-v40e-royal-bronze-installment-tob2_090525192216563843.png",Mobile Phones & Tablets
13:04.3,The Original Bro,Xiaomi,Redmi Note 14 | 8GB RAM - 256GB Storage | 0% Markup Installments | PTA Approved | 1 Year Official Warranty | The Original Bro Mobiles,Redmi Note 14 8/256_Black_TOB-I-01,redmi-note-14-|-8gb-ram-256gb-storage-|-0-markup-installments-|-pta-approved-|-1-year-official-warranty-|-the-original-bro-mobiles,1000,57999,55999,"Alfa, Mobile Phones & Tablets, Smart phones, Xiaomi","https://cdn.comverseglobal.com/alfa/products/product_images/1-the-original-bro-mobiles-how-to-receive-order-black-2_090525200656737514.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/2-the-original-bro-mobiles-award-black-2_090525200702743799.jpg, https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-redmi-note-14-8-256-installment-tob2_090525200320869075.png, https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-redmi-note-14-lime-green-8-256-installment-tob2_090525200325878474.png, https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-redmi-note-14-midnight-black-8-256-installment-tob2_090525200330447792.png, https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-redmi-note-14-mist-purple-8-256-installment-tob2_090525200338651791.png, https://cdn.comverseglobal.com/alfa/products/product_images/xiaomi-redmi-note-14-ocean-blue-8-256-installment-tob2_090525200342020926.png",Mobile Phones & Tablets
